Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
3/31/2021 7:00 AM,18 C,14 C,77 %,SSW,15 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Fair
3/31/2021 7:30 AM,19 C,15 C,78 %,SSW,15 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Fair
3/31/2021 8:00 AM,21 C,15 C,68 %,SSW,17 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Fair
3/31/2021 8:30 AM,22 C,15 C,64 %,S,13 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Fair
3/31/2021 9:00 AM,22 C,14 C,60 %,S,19 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Fair
3/31/2021 9:30 AM,23 C,14 C,57 %,S,19 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Fair
3/31/2021 10:00 AM,24 C,15 C,57 %,S,19 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Fair
3/31/2021 10:30 AM,23 C,14 C,57 %,S,20 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Partly Cloudy
3/31/2021 11:00 AM,24 C,14 C,53 %,SSE,17 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Partly Cloudy
3/31/2021 11:30 AM,25 C,14 C,50 %,SE,19 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Partly Cloudy
3/31/2021 12:00 PM,25 C,14 C,50 %,SE,19 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Partly Cloudy
3/31/2021 12:30 PM,25 C,15 C,54 %,SE,17 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Partly Cloudy
3/31/2021 1:00 PM,24 C,14 C,53 %,SE,20 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Partly Cloudy
3/31/2021 1:30 PM,25 C,17 C,61 %,SE,20 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Fair
3/31/2021 2:00 PM,25 C,15 C,54 %,SE,19 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Fair
3/31/2021 2:30 PM,25 C,17 C,61 %,ESE,22 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Partly Cloudy
3/31/2021 3:00 PM,24 C,17 C,65 %,ESE,24 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Partly Cloudy
3/31/2021 3:30 PM,24 C,17 C,65 %,SE,22 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Partly Cloudy
3/31/2021 4:00 PM,23 C,16 C,65 %,SE,17 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Partly Cloudy
3/31/2021 4:30 PM,24 C,16 C,61 %,SE,17 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Partly Cloudy
3/31/2021 4:49 PM,23 C,17 C,69 %,ESE,28 km/h,46 km/h,"1,017.52 hPa",0.0 mm,Partly Cloudy
3/31/2021 5:00 PM,22 C,17 C,73 %,SE,26 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Partly Cloudy
3/31/2021 5:30 PM,22 C,17 C,73 %,SE,17 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Partly Cloudy
3/31/2021 6:00 PM,22 C,17 C,73 %,SE,20 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Partly Cloudy
3/31/2021 6:30 PM,21 C,16 C,73 %,SE,20 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
3/31/2021 7:00 PM,21 C,16 C,73 %,SSE,20 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Cloudy
3/31/2021 7:30 PM,22 C,14 C,60 %,SSE,19 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
3/31/2021 8:00 PM,21 C,14 C,64 %,SSE,17 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Cloudy
3/31/2021 8:30 PM,21 C,15 C,68 %,SSE,15 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
3/31/2021 9:00 PM,21 C,14 C,64 %,SSE,15 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Mostly Cloudy
3/31/2021 9:30 PM,21 C,15 C,68 %,S,13 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Mostly Cloudy
3/31/2021 10:00 PM,21 C,15 C,68 %,S,11 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Mostly Cloudy
3/31/2021 10:30 PM,21 C,14 C,64 %,S,13 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Light Rain Shower
3/31/2021 11:00 PM,20 C,14 C,68 %,S,9 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Showers in the Vicinity
3/31/2021 11:30 PM,20 C,14 C,68 %,S,11 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 12:00 AM,20 C,14 C,68 %,S,13 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 12:30 AM,20 C,14 C,68 %,SSW,13 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 1:00 AM,20 C,14 C,68 %,S,13 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 1:30 AM,19 C,15 C,78 %,SSW,11 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 2:00 AM,19 C,15 C,78 %,SSW,11 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 2:30 AM,19 C,15 C,78 %,SSW,11 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 3:00 AM,18 C,14 C,77 %,SSW,15 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Partly Cloudy
4/1/2021 3:30 AM,18 C,14 C,77 %,SSW,15 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Fair
4/1/2021 4:00 AM,18 C,15 C,83 %,SSW,15 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Partly Cloudy
4/1/2021 4:30 AM,18 C,14 C,77 %,SSW,15 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Fair
4/1/2021 5:00 AM,18 C,15 C,83 %,SSW,15 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 5:30 AM,18 C,14 C,77 %,SSW,15 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 6:00 AM,19 C,14 C,73 %,SSW,15 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 6:30 AM,19 C,14 C,73 %,SSW,13 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 7:00 AM,20 C,15 C,73 %,SSW,15 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 7:30 AM,20 C,15 C,73 %,SSW,13 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 8:00 AM,21 C,15 C,68 %,SSW,19 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 8:30 AM,23 C,16 C,65 %,SSW,19 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Fair
4/1/2021 9:00 AM,23 C,15 C,61 %,SSW,19 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 9:30 AM,23 C,15 C,61 %,S,11 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 10:00 AM,24 C,16 C,61 %,S,13 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 10:30 AM,24 C,16 C,61 %,S,17 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 11:00 AM,24 C,16 C,61 %,SSE,15 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 11:30 AM,24 C,16 C,61 %,SE,17 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 12:00 PM,24 C,17 C,65 %,ESE,19 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 12:30 PM,24 C,18 C,69 %,ESE,13 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 1:00 PM,23 C,17 C,69 %,ESE,19 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 1:30 PM,22 C,19 C,83 %,ESE,17 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Light Rain Shower
4/1/2021 2:00 PM,22 C,18 C,78 %,ESE,13 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 2:30 PM,23 C,18 C,73 %,ESE,17 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 3:00 PM,24 C,18 C,69 %,ESE,19 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Light Rain Shower
4/1/2021 3:30 PM,23 C,17 C,69 %,S,15 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Light Rain Shower
4/1/2021 4:00 PM,23 C,17 C,69 %,S,15 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 4:30 PM,23 C,17 C,69 %,S,15 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 5:00 PM,22 C,16 C,69 %,S,22 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 5:30 PM,20 C,17 C,83 %,S,17 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 6:00 PM,21 C,17 C,78 %,S,13 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 6:30 PM,21 C,17 C,78 %,SSW,17 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 7:00 PM,21 C,17 C,78 %,SSW,15 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Showers in the Vicinity
4/1/2021 7:11 PM,20 C,17 C,83 %,S,20 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Light Rain Shower
4/1/2021 7:23 PM,19 C,18 C,94 %,S,17 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Light Rain Shower
4/1/2021 7:30 PM,19 C,18 C,94 %,S,11 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Light Rain Shower
4/1/2021 8:00 PM,19 C,17 C,88 %,SSW,11 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Mostly Cloudy
4/1/2021 8:30 PM,19 C,18 C,94 %,SSW,15 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Light Rain Shower
4/1/2021 8:47 PM,19 C,18 C,94 %,S,11 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Light Rain Shower
4/1/2021 9:00 PM,19 C,18 C,94 %,S,15 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Rain Shower
4/1/2021 9:30 PM,19 C,18 C,94 %,S,11 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Rain Shower
4/1/2021 10:00 PM,19 C,17 C,88 %,SSW,13 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Light Rain Shower
4/1/2021 10:24 PM,19 C,18 C,94 %,SSW,13 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Showers in the Vicinity
4/1/2021 10:30 PM,19 C,18 C,94 %,S,11 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Light Rain Shower
4/1/2021 11:00 PM,19 C,17 C,88 %,SSW,11 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Light Rain Shower
4/1/2021 11:19 PM,19 C,18 C,94 %,SSW,15 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Rain Shower
4/1/2021 11:30 PM,19 C,18 C,94 %,SSW,15 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Light Rain Shower
4/2/2021 12:00 AM,19 C,18 C,94 %,S,11 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Showers in the Vicinity
4/2/2021 12:30 AM,19 C,17 C,88 %,SSW,11 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Showers in the Vicinity
4/2/2021 1:00 AM,19 C,17 C,88 %,SSW,13 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Showers in the Vicinity
4/2/2021 1:30 AM,19 C,17 C,88 %,S,13 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Showers in the Vicinity
4/2/2021 2:00 AM,19 C,17 C,88 %,SSW,11 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Partly Cloudy
4/2/2021 2:30 AM,19 C,17 C,88 %,S,15 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Light Rain Shower
4/2/2021 3:00 AM,19 C,16 C,83 %,S,11 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Showers in the Vicinity
4/2/2021 3:30 AM,19 C,16 C,83 %,S,13 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Partly Cloudy
4/2/2021 4:00 AM,19 C,17 C,88 %,SSW,11 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Partly Cloudy
4/2/2021 4:30 AM,19 C,17 C,88 %,S,13 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Showers in the Vicinity
4/2/2021 5:00 AM,19 C,17 C,88 %,SSW,11 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Fair
4/2/2021 5:30 AM,19 C,17 C,88 %,S,11 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Fair
4/2/2021 6:00 AM,19 C,17 C,88 %,S,9 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Fair
4/2/2021 6:30 AM,19 C,17 C,88 %,S,9 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Fair
4/2/2021 7:00 AM,20 C,17 C,83 %,S,11 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Fair
4/2/2021 7:30 AM,21 C,17 C,78 %,SE,15 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Fair
4/2/2021 8:00 AM,22 C,17 C,73 %,SSE,11 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Fair
4/2/2021 8:30 AM,24 C,16 C,61 %,SE,22 km/h,41 km/h,"1,021.52 hPa",0.0 mm,Partly Cloudy
4/2/2021 9:00 AM,24 C,15 C,57 %,SSE,20 km/h,0 km/h,"1,021.52 hPa",0.0 mm,Fair
4/2/2021 9:30 AM,25 C,16 C,57 %,SE,19 km/h,0 km/h,"1,021.52 hPa",0.0 mm,Fair
4/2/2021 10:00 AM,24 C,15 C,57 %,SE,22 km/h,0 km/h,"1,021.52 hPa",0.0 mm,Mostly Cloudy
4/2/2021 10:30 AM,25 C,14 C,50 %,SE,22 km/h,41 km/h,"1,021.52 hPa",0.0 mm,Mostly Cloudy
4/2/2021 11:00 AM,25 C,16 C,57 %,SE,26 km/h,0 km/h,"1,021.52 hPa",0.0 mm,Fair
4/2/2021 11:30 AM,25 C,16 C,57 %,ESE,24 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Fair
4/2/2021 12:00 PM,26 C,17 C,57 %,ESE,24 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Fair
4/2/2021 12:30 PM,25 C,16 C,57 %,SE,26 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Fair
4/2/2021 1:00 PM,25 C,15 C,54 %,SE,26 km/h,44 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/2/2021 1:30 PM,25 C,16 C,57 %,SE,22 km/h,41 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/2/2021 2:00 PM,25 C,14 C,50 %,SE,22 km/h,41 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/2/2021 2:30 PM,24 C,15 C,57 %,SE,22 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/2/2021 3:00 PM,24 C,15 C,57 %,SE,22 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/2/2021 3:30 PM,25 C,15 C,54 %,SSE,20 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Partly Cloudy
4/2/2021 4:00 PM,24 C,14 C,53 %,SSE,24 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Fair
4/2/2021 4:30 PM,24 C,13 C,50 %,SSE,19 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Fair
4/2/2021 5:00 PM,24 C,15 C,57 %,SSE,22 km/h,43 km/h,"1,020.52 hPa",0.0 mm,Partly Cloudy
4/2/2021 5:30 PM,23 C,17 C,69 %,SSE,24 km/h,43 km/h,"1,020.52 hPa",0.0 mm,Light Rain Shower
4/2/2021 6:00 PM,23 C,16 C,65 %,SSE,20 km/h,41 km/h,"1,020.52 hPa",0.0 mm,Fair
4/2/2021 6:30 PM,22 C,16 C,69 %,SSE,17 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Showers in the Vicinity
4/2/2021 7:00 PM,22 C,16 C,69 %,SSE,17 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Showers in the Vicinity
4/2/2021 7:30 PM,22 C,16 C,69 %,S,15 km/h,0 km/h,"1,021.52 hPa",0.0 mm,Mostly Cloudy
4/2/2021 8:00 PM,22 C,16 C,69 %,S,13 km/h,0 km/h,"1,021.52 hPa",0.0 mm,Mostly Cloudy
4/2/2021 8:30 PM,21 C,16 C,73 %,S,11 km/h,0 km/h,"1,021.52 hPa",0.0 mm,Light Rain Shower
4/2/2021 9:00 PM,21 C,15 C,68 %,SSW,11 km/h,0 km/h,"1,021.52 hPa",0.0 mm,Mostly Cloudy
4/2/2021 9:30 PM,21 C,15 C,68 %,S,9 km/h,0 km/h,"1,021.52 hPa",0.0 mm,Showers in the Vicinity
4/2/2021 10:00 PM,21 C,15 C,68 %,SSW,11 km/h,0 km/h,"1,021.52 hPa",0.0 mm,Showers in the Vicinity
4/2/2021 10:30 PM,21 C,15 C,68 %,SSE,11 km/h,0 km/h,"1,021.52 hPa",0.0 mm,Showers in the Vicinity
4/2/2021 11:00 PM,21 C,15 C,68 %,S,13 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Showers in the Vicinity
4/2/2021 11:30 PM,21 C,15 C,68 %,S,11 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Showers in the Vicinity
4/3/2021 12:00 AM,21 C,16 C,73 %,SSW,13 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Showers in the Vicinity
4/3/2021 12:30 AM,20 C,16 C,78 %,SSE,19 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Light Rain Shower
4/3/2021 1:00 AM,20 C,16 C,78 %,S,13 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Light Rain Shower
4/3/2021 1:30 AM,20 C,15 C,73 %,S,15 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/3/2021 2:00 AM,22 C,16 C,69 %,SSE,17 km/h,35 km/h,"1,018.52 hPa",0.0 mm,Cloudy
4/3/2021 2:30 AM,22 C,16 C,69 %,SE,17 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Cloudy
4/3/2021 3:00 AM,22 C,15 C,64 %,SSE,20 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Cloudy
4/3/2021 3:30 AM,22 C,16 C,69 %,SE,19 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Showers in the Vicinity
4/3/2021 4:00 AM,22 C,16 C,69 %,SE,17 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Showers in the Vicinity
4/3/2021 4:30 AM,23 C,15 C,61 %,SE,22 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
4/3/2021 5:00 AM,23 C,15 C,61 %,SE,20 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Cloudy
4/3/2021 5:30 AM,22 C,15 C,64 %,SE,20 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/3/2021 6:00 AM,23 C,16 C,65 %,SE,17 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Light Rain Shower
4/3/2021 6:30 AM,22 C,15 C,64 %,SSE,17 km/h,37 km/h,"1,019.52 hPa",0.0 mm,Showers in the Vicinity
4/3/2021 7:00 AM,22 C,16 C,69 %,SE,19 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Light Rain Shower
4/3/2021 7:30 AM,20 C,17 C,83 %,SE,15 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Showers in the Vicinity
4/3/2021 8:00 AM,21 C,17 C,78 %,SSE,20 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Mostly Cloudy
4/3/2021 8:30 AM,22 C,17 C,73 %,SSE,19 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Mostly Cloudy
4/3/2021 9:00 AM,23 C,18 C,73 %,S,15 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Mostly Cloudy
4/3/2021 9:30 AM,23 C,17 C,69 %,SSE,19 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Showers in the Vicinity
4/3/2021 10:00 AM,24 C,17 C,65 %,SE,19 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Light Rain Shower
4/3/2021 10:30 AM,22 C,18 C,78 %,SE,20 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Light Rain Shower
4/3/2021 11:00 AM,23 C,18 C,73 %,SE,20 km/h,0 km/h,"1,020.52 hPa",0.0 mm,Light Rain Shower
4/3/2021 11:30 AM,22 C,19 C,83 %,SSE,15 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Showers in the Vicinity
4/3/2021 12:00 PM,23 C,19 C,78 %,ESE,15 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Light Rain Shower
4/3/2021 12:30 PM,24 C,18 C,69 %,SE,20 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Showers in the Vicinity
4/3/2021 1:00 PM,24 C,17 C,65 %,SE,24 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Showers in the Vicinity
4/3/2021 1:30 PM,23 C,19 C,78 %,ESE,20 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Light Rain Shower
4/3/2021 2:00 PM,22 C,18 C,78 %,SE,26 km/h,50 km/h,"1,018.52 hPa",0.0 mm,Light Rain Shower
4/3/2021 2:30 PM,23 C,19 C,78 %,SE,22 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Light Rain Shower
4/3/2021 3:00 PM,24 C,18 C,69 %,SE,20 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Mostly Cloudy
4/3/2021 3:30 PM,24 C,18 C,69 %,SE,20 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Mostly Cloudy
4/3/2021 4:00 PM,24 C,18 C,69 %,SE,20 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Light Rain Shower
4/3/2021 4:30 PM,23 C,18 C,73 %,SSE,17 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Showers in the Vicinity
4/3/2021 5:00 PM,22 C,19 C,83 %,SSE,15 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Light Rain Shower
4/3/2021 5:30 PM,21 C,19 C,88 %,SSE,15 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Light Rain Shower
4/3/2021 6:00 PM,21 C,19 C,88 %,SSE,13 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
4/3/2021 6:30 PM,21 C,20 C,94 %,S,13 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Light Rain Shower
4/3/2021 7:00 PM,21 C,19 C,88 %,S,7 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Showers in the Vicinity
4/3/2021 7:30 PM,21 C,19 C,88 %,SSW,9 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/3/2021 8:00 PM,20 C,19 C,94 %,SSW,11 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/3/2021 8:30 PM,21 C,19 C,88 %,SSW,11 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Showers in the Vicinity
4/3/2021 9:00 PM,21 C,19 C,88 %,S,7 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Mostly Cloudy
4/3/2021 9:30 PM,21 C,19 C,88 %,SSW,11 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Showers in the Vicinity
4/3/2021 10:00 PM,21 C,19 C,88 %,SSW,13 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
4/3/2021 10:30 PM,20 C,19 C,94 %,SSW,9 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
4/3/2021 11:00 PM,20 C,19 C,94 %,SW,11 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Cloudy
4/3/2021 11:30 PM,20 C,19 C,94 %,SSW,9 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Cloudy
4/4/2021 12:00 AM,20 C,19 C,94 %,SSW,9 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Cloudy
4/4/2021 12:30 AM,20 C,19 C,94 %,SW,11 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
4/4/2021 1:00 AM,20 C,19 C,94 %,SSW,11 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Showers in the Vicinity
4/4/2021 1:30 AM,20 C,19 C,94 %,SSW,11 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Mostly Cloudy
4/4/2021 2:00 AM,21 C,19 C,88 %,SE,9 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Light Rain Shower
4/4/2021 2:30 AM,21 C,19 C,88 %,E,15 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Light Rain Shower
4/4/2021 2:49 AM,21 C,19 C,88 %,SE,13 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Light Rain Shower
4/4/2021 3:00 AM,20 C,19 C,94 %,SSW,13 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Showers in the Vicinity
4/4/2021 3:30 AM,20 C,19 C,94 %,S,11 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Cloudy
4/4/2021 4:00 AM,20 C,19 C,94 %,S,9 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Light Rain
4/4/2021 4:30 AM,20 C,19 C,94 %,SSW,11 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Light Rain
4/4/2021 5:00 AM,20 C,19 C,94 %,SW,13 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Cloudy
4/4/2021 5:30 AM,20 C,19 C,94 %,SSW,9 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Mostly Cloudy
4/4/2021 6:00 AM,20 C,19 C,94 %,SSW,7 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Light Rain
4/4/2021 6:30 AM,20 C,19 C,94 %,SW,11 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Light Rain
4/4/2021 7:00 AM,20 C,19 C,94 %,SW,11 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Light Rain
4/4/2021 7:30 AM,20 C,20 C,100 %,SSW,11 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Light Rain
4/4/2021 8:00 AM,21 C,20 C,94 %,SSE,9 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Light Rain
4/4/2021 8:30 AM,22 C,20 C,88 %,ESE,15 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Light Rain
4/4/2021 9:00 AM,22 C,20 C,88 %,SSE,9 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Light Rain
4/4/2021 9:30 AM,22 C,20 C,88 %,SE,13 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Light Rain
